1,216,108,148,229,195,109,87,63,203,68,67,74
2,282,105,143,223,186,155,84,61,154,67,69,72
3,306,103,148,229,194,158,151,64,129,65,74,70
4,251,102,155,231,185,142,136,72,113,64,68,69
5,221,98,213,220,171,150,105,88,102,88,64,69
6,202,94,256,206,160,131,92,77,94,220,63,69
7,186,91,240,216,162,160,85,70,88,179,69,67
8,172,91,203,213,176,278,84,68,84,138,71,66
9,161,93,182,202,158,226,98,69,81,118,68,65
10,151,94,179,192,196,173,91,63,79,107,67,65
11,144,90,277,187,192,158,82,62,76,99,71,72
12,138,88,273,201,169,142,79,68,72,92,71,73
13,132,86,237,200,155,150,77,74,71,87,93,75
14,127,85,204,187,146,152,83,147,72,83,97,71
15,122,85,187,180,142,141,86,113,70,79,88,69
16,116,90,179,171,136,126,81,89,69,78,84,67
17,113,121,177,177,133,116,76,78,73,76,81,66
18,124,168,174,183,132,109,72,71,81,74,79,69
19,167,163,176,282,129,104,70,66,91,72,76,132
20,140,171,202,278,126,100,68,63,102,71,74,129
21,128,199,239,228,124,96,66,65,115,70,72,112
22,124,227,287,203,122,93,64,92,104,69,71,103
23,119,205,449,190,118,102,63,83,92,69,81,98
24,110,197,422,178,114,104,62,70,85,68,108,94
25,99,208,318,171,112,97,63,76,80,66,96,91
26,97,188,278,168,110,90,67,81,77,65,89,89
27,101,171,273,173,107,86,70,96,74,64,85,88
28,106,159,281,182,104,83,66,136,75,63,81,83
29,105,,292,182,101,84,65,130,73,62,78,80
30,107,,274,185,101,99,66,284,71,63,76,79
31,109,,244,,115,,64,348,,68,,78
